,worm_index_joined,frame_number,coord_x,coord_y,threshold
228,3,53,369.22747802734375,274.7400817871094,128
229,3,54,369.37127685546875,273.7871398925781,128
230,3,55,369.5286865234375,272.6844177246094,128
231,3,56,369.8180236816406,272.867431640625,128
232,3,57,370.5,272.0,128
233,3,58,370.5,271.5,128
234,3,59,370.0,270.5,128
235,3,60,370.6175842285156,270.40972900390625,128
236,3,61,370.0,271.0,128
237,3,62,370.6347961425781,270.4091491699219,128
238,3,63,370.5,270.5,128
239,3,64,370.17205810546875,272.05859375,128
240,3,65,369.7187805175781,273.3330078125,128
241,3,66,369.5126953125,273.82232666015625,128
242,3,67,369.4901428222656,273.902587890625,128
243,3,68,369.79534912109375,275.4222717285156,128
244,3,69,369.27874755859375,277.318603515625,128
245,3,70,369.177001953125,277.84515380859375,128
246,3,71,369.143798828125,278.3429260253906,128
247,3,72,369.11480712890625,278.33551025390625,128
248,3,73,369.0910949707031,278.4496765136719,128
249,3,74,369.5184631347656,278.4828186035156,128
250,3,75,369.5,278.0,128
254,8,51,359.7254333496094,188.53468322753906,128
255,8,52,359.4895935058594,188.3676300048828,128
256,8,53,359.3913269042969,188.50634765625,128
257,8,54,359.4895935058594,188.3676300048828,128
258,8,55,359.4895935058594,188.3676300048828,128
259,8,56,359.4895935058594,188.3676300048828,128
260,8,57,359.4895935058594,188.3676300048828,128
261,8,58,359.11590576171875,188.28346252441406,128
262,8,59,358.983154296875,187.96786499023438,128
263,8,60,359.8461608886719,188.7307586669922,128
264,8,61,360.3999938964844,189.3000030517578,128
265,8,62,361.0812072753906,189.77316284179688,128
266,8,63,361.841796875,190.21383666992188,128
267,8,64,362.48114013671875,190.4926300048828,128
268,8,65,363.23150634765625,190.71408081054688,128
269,8,66,364.0193176269531,190.74789428710938,128
270,8,67,365.300537109375,191.18951416015625,128
271,8,68,366.93804931640625,192.07080078125,128
272,8,69,367.7951354980469,192.51123046875,128
273,8,70,368.7121887207031,193.208740234375,128
274,8,71,369.51556396484375,193.7490234375,128
275,8,72,370.5050354003906,194.56454467773438,128
276,8,73,371.9076232910156,195.3065948486328,128
277,8,74,372.8153076171875,195.4988250732422,128
278,8,75,373.04205322265625,195.53701782226562,128
279,1,76,317.4282531738281,493.6162109375,122
280,1,77,316.3713073730469,494.11663818359375,122
281,1,78,316.33294677734375,494.2717590332031,122
282,1,79,314.81878662109375,494.8569030761719,122
283,1,80,315.8552551269531,494.44970703125,122
284,1,81,316.07537841796875,494.4714050292969,122
285,1,82,315.73974609375,494.47259521484375,122
286,1,83,314.6986389160156,494.8630065917969,122
287,1,84,313.9284973144531,495.2595520019531,122
288,1,85,313.76690673828125,495.3188171386719,122
289,1,86,312.8854064941406,495.64202880859375,122
290,1,87,312.9059143066406,495.6459655761719,122
291,1,88,312.73370361328125,495.81585693359375,122
292,1,89,312.2760009765625,495.97283935546875,122
293,1,90,311.9705810546875,496.1176452636719,122
294,1,91,311.9705810546875,496.1176452636719,122
295,1,92,311.52716064453125,496.2760314941406,122
296,1,93,310.6266174316406,496.5841064453125,122
297,1,94,310.2841796875,496.5281982421875,122
298,1,95,310.21484375,496.4886474609375,122
299,1,96,311.3891296386719,496.2895812988281,122
300,1,97,312.8261413574219,495.48040771484375,122
301,1,98,315.75799560546875,494.20220947265625,122
302,1,99,315.86529541015625,494.3511657714844,122
303,1,100,315.86529541015625,494.3511657714844,122
304,2,76,420.5240783691406,462.6243896484375,112
305,2,77,419.8555603027344,462.7537536621094,112
306,2,78,419.31524658203125,462.92840576171875,112
307,2,79,417.5548400878906,463.318115234375,112
308,2,80,416.7953796386719,463.4428405761719,112
309,2,81,415.44232177734375,463.7115478515625,112
310,2,82,414.7743225097656,463.8340148925781,112
311,2,83,413.99432373046875,463.9698181152344,112
312,2,84,413.1263732910156,464.1529541015625,112
313,2,85,413.0150451660156,464.0777282714844,112
314,2,86,412.4505615234375,464.2231140136719,112
315,2,87,412.062255859375,464.3320617675781,112
316,2,88,411.9814453125,464.39617919921875,112
317,2,89,411.2718811035156,464.4681701660156,112
318,2,90,410.52264404296875,464.6207580566406,112
319,2,91,410.30767822265625,464.5384521484375,112
320,2,92,409.510009765625,465.07000732421875,112
321,2,93,409.1527099609375,465.70703125,112
322,2,94,408.0,466.0,112
323,2,95,407.3352355957031,466.10760498046875,112
324,2,96,405.0506591796875,466.09271240234375,112
325,2,97,403.0738220214844,465.8300476074219,112
326,2,98,401.17681884765625,465.66265869140625,112
327,2,99,400.5374755859375,465.5471496582031,112
328,2,100,399.4145202636719,465.537353515625,112
331,3,76,369.5,277.5,128
332,8,76,373.2828369140625,195.58445739746094,128
333,3,77,369.0,277.5,128
334,8,77,373.19439697265625,195.4849395751953,128
335,3,78,369.0,277.5,128
336,8,78,373.2082824707031,195.22097778320312,128
337,3,79,369.5,278.0,128
338,8,79,371.25,198.25,128
339,3,80,369.5,278.0,128
340,8,80,371.25,198.25,128
341,3,81,369.1371765136719,277.02197265625,128
342,8,81,371.0,198.0,128
343,3,82,369.1605224609375,277.0057373046875,128
344,8,82,370.5,198.0,128
345,3,83,369.1657409667969,276.524658203125,128
346,8,83,368.16351318359375,198.0310821533203,128
347,3,84,369.20135498046875,275.5630187988281,128
348,8,84,369.3323974609375,194.20343017578125,128
349,3,85,369.2305908203125,274.5439453125,128
350,8,85,367.5,194.5,128
351,3,86,369.2405090332031,274.5255126953125,128
352,8,86,367.18243408203125,194.65541076660156,128
353,3,87,369.2668762207031,273.52740478515625,128
354,8,87,367.32000732421875,194.74000549316406,128
355,3,88,369.3031921386719,273.0108642578125,128
356,8,88,368.70001220703125,196.10000610351562,128
357,3,89,369.5,273.0,128
358,8,89,368.6933898925781,197.4481201171875,128
359,3,90,369.5,272.5,128
360,8,90,368.3904113769531,198.4589080810547,128
361,3,91,369.5,272.0,128
362,8,91,364.5,201.5,128
363,3,92,369.5,272.0,128
364,8,92,368.4482727050781,200.62069702148438,128
365,3,93,369.5,271.0,128
366,8,93,364.5,202.0,128
367,3,94,369.75701904296875,270.9478454589844,128
368,8,94,364.5,202.0,128
369,3,95,369.7753601074219,270.4351501464844,128
370,8,95,369.0517272949219,200.8793182373047,128
371,3,96,370.0079345703125,269.8337097167969,128
372,8,96,364.8565979003906,202.36782836914062,128
373,3,97,370.05328369140625,269.2537841796875,128
374,8,97,364.4033203125,201.83702087402344,128
375,3,98,370.030029296875,269.67724609375,128
376,8,98,364.37384033203125,201.77076721191406,128
377,3,99,370.1265563964844,269.13970947265625,128
378,8,99,365.5,202.0,128
379,3,100,370.1814270019531,268.439697265625,128
380,8,100,365.9698181152344,202.3909912109375,128
386,3,101,369.88043212890625,268.08856201171875,128
387,8,101,366.67474365234375,203.22740173339844,128
388,3,102,369.87823486328125,267.2667236328125,128
389,8,102,367.09722900390625,204.48927307128906,128
390,3,103,370.24163818359375,266.3141174316406,128
391,8,103,366.7212829589844,204.47166442871094,128
392,3,104,370.3057556152344,265.822509765625,128
393,8,104,366.4306945800781,204.73486328125,128
394,3,105,370.43402099609375,264.8392333984375,128
395,8,105,365.7483215332031,204.57382202148438,128
396,3,106,370.36309814453125,263.5040588378906,128
397,8,106,365.7432556152344,204.45945739746094,128
398,3,107,370.1891784667969,262.8648681640625,128
399,8,107,365.25665283203125,203.7420654296875,128
400,3,108,370.0810852050781,262.0135192871094,128
401,8,108,364.5,202.5,128
402,3,109,370.1488342285156,261.8424987792969,128
403,8,109,364.62689208984375,202.22335815429688,128
404,3,110,370.0384521484375,261.30767822265625,128
405,8,110,364.6795654296875,201.44378662109375,128
406,3,111,370.1061096191406,260.49603271484375,128
407,8,111,364.95233154296875,200.31784057617188,128
408,3,112,370.0406494140625,259.7727966308594,128
409,8,112,365.2256164550781,199.46209716796875,128
410,3,113,370.19378662109375,258.9255065917969,128
411,8,113,365.5854797363281,198.56051635742188,128
412,3,114,370.558837890625,257.76470947265625,128
413,8,114,366.4162292480469,196.8972930908203,128
414,3,115,370.95306396484375,256.8158874511719,128
415,8,115,367.3810729980469,194.88648986816406,128
416,3,116,371.23077392578125,255.84616088867188,128
417,8,116,368.0,193.0,128
418,3,117,371.44232177734375,254.7884521484375,128
419,8,117,368.3683166503906,191.78317260742188,128
420,3,118,371.5384521484375,254.30767822265625,128
421,8,118,370.5865173339844,195.15843200683594,128
422,3,119,371.53826904296875,254.21630859375,128
423,8,119,370.27716064453125,195.32012939453125,128
424,3,120,371.27960205078125,254.74607849121094,128
425,8,120,370.0,195.5,128
426,3,121,371.1538391113281,255.73077392578125,128
427,8,121,367.67010498046875,192.7422637939453,128
428,3,122,371.1181335449219,255.73294067382812,128
429,8,122,367.53411865234375,193.35647583007812,128
430,3,123,370.8999938964844,255.70001220703125,128
431,8,123,366.6300048828125,195.08999633789062,128
432,3,124,371.0352783203125,255.8411865234375,128
433,8,124,367.0,195.5,128
434,3,125,370.9129333496094,255.71066284179688,128
435,8,125,366.5,195.5,128
436,1,126,306.32891845703125,498.11968994140625,122
437,1,127,304.4690856933594,498.7337341308594,122
438,1,128,302.3584899902344,499.2547302246094,122
439,1,129,301.8529357910156,499.4117736816406,122
440,1,130,300.86468505859375,499.64117431640625,122
441,1,131,301.11590576171875,499.6100158691406,122
442,1,132,299.78802490234375,499.42315673828125,122
443,1,133,298.7224426269531,499.4241027832031,122
444,1,134,297.9319152832031,498.6907958984375,122
445,1,135,297.310302734375,498.3268127441406,122
446,1,136,296.3445129394531,498.1875305175781,122
447,1,137,295.158447265625,498.0865173339844,122
448,1,138,294.4154052734375,498.67694091796875,122
449,1,139,293.871337890625,498.50531005859375,122
450,1,140,292.291015625,498.72210693359375,122
451,1,141,291.6457214355469,498.6734313964844,122
452,1,142,290.70587158203125,498.6764831542969,122
453,1,143,289.953369140625,498.2646179199219,122
454,1,144,288.49212646484375,498.0325927734375,122
455,1,145,288.0294189453125,497.8823547363281,122
456,1,146,286.1764831542969,497.29412841796875,122
457,1,147,284.8823547363281,496.9705810546875,122
458,1,148,283.70294189453125,496.7136535644531,122
459,1,149,282.73529052734375,496.558837890625,122
460,1,150,282.05841064453125,496.276123046875,122
461,2,126,399.5540466308594,465.1756896972656,112
462,2,127,401.3088684082031,465.62457275390625,112
463,2,128,402.1534729003906,465.46533203125,112
464,2,129,403.1370544433594,465.5812072753906,112
465,2,130,404.2772216796875,465.72772216796875,112
466,2,131,405.21783447265625,465.82177734375,112
467,2,132,405.8723449707031,465.90057373046875,112
468,2,133,406.24615478515625,466.03076171875,112
469,2,134,406.9974365234375,466.14483642578125,112
470,2,135,407.72723388671875,466.239013671875,112
471,2,136,407.7906799316406,466.2471923828125,112
472,2,137,407.8461608886719,466.23077392578125,112
473,2,138,407.3538513183594,466.16925048828125,112
474,2,139,407.2970275878906,466.0296936035156,112
475,2,140,407.1005859375,466.02764892578125,112
476,2,141,407.0989990234375,466.0098876953125,112
477,2,142,407.0546875,465.9711608886719,112
478,2,143,406.554443359375,465.9554443359375,112
479,2,144,406.5546875,465.97119140625,112
480,2,145,407.0989990234375,466.0098876953125,112
481,2,146,407.2475280761719,466.0247497558594,112
482,2,147,408.9076843261719,466.23846435546875,112
483,2,148,409.4759826660156,466.4301452636719,112
484,2,149,410.0292053222656,466.4013671875,112
485,2,150,410.5665588378906,466.6842956542969,112
486,16,126,240.16876220703125,410.7170715332031,129
487,16,127,241.93231201171875,409.70977783203125,129
488,16,128,243.50164794921875,409.23150634765625,129
489,16,129,243.7115020751953,409.07257080078125,129
490,16,130,245.1810302734375,408.42242431640625,129
491,16,131,245.84483337402344,408.137939453125,129
492,16,132,246.0689697265625,407.67242431640625,129
493,16,133,246.21697998046875,407.0094299316406,129
494,16,134,246.00875854492188,406.54595947265625,129
495,16,135,246.00146484375,406.51202392578125,129
496,16,136,251.70790100097656,405.5550842285156,129
497,16,137,253.7286376953125,405.6409606933594,129
498,16,138,256.972412109375,405.9689636230469,129
499,16,139,258.4591369628906,406.1536865234375,129
500,16,140,259.639404296875,406.54052734375,129
501,16,141,260.1708068847656,406.8974304199219,129
502,16,142,262.76080322265625,406.9842529296875,129
503,16,143,264.0400085449219,407.2200012207031,129
504,16,144,264.76593017578125,407.3640441894531,129
505,16,145,265.61346435546875,407.5272216796875,129
506,16,146,266.5779113769531,407.7586975097656,129
507,16,147,267.03851318359375,408.09814453125,129
508,16,148,268.6835021972656,408.5550537109375,129
509,16,149,270.0049743652344,408.7944641113281,129
510,16,150,270.9356994628906,409.1161804199219,129
512,1,151,281.90826416015625,495.8406982421875,122
513,1,152,281.74896240234375,495.9324035644531,122
514,1,153,281.1401062011719,495.38818359375,122
515,1,154,281.4730224609375,494.1041259765625,122
516,1,155,281.8823547363281,491.4705810546875,122
517,1,156,277.0882263183594,494.6470642089844,122
518,1,157,278.0,490.5,122
519,1,158,277.1470642089844,494.4117736816406,122
520,1,159,276.6171875,494.9755554199219,122
521,1,160,275.0029602050781,494.79290771484375,122
522,1,161,276.3823547363281,490.4705810546875,122
523,1,162,273.50201416015625,494.0408935546875,122
524,1,163,270.6947937011719,492.0846862792969,122
525,1,164,272.9229431152344,490.0982360839844,122
526,1,165,271.267578125,491.9352111816406,122
527,1,166,266.5203857421875,490.0478515625,122
528,1,167,265.671142578125,489.96978759765625,122
529,1,168,265.5915222167969,489.43927001953125,122
530,1,169,264.9642333984375,489.0282897949219,122
531,1,170,263.3119812011719,488.49749755859375,122
532,1,171,260.9996032714844,488.81005859375,122
533,1,172,258.7384338378906,487.67486572265625,122
534,1,173,256.8256530761719,486.72979736328125,122
535,1,174,256.8800048828125,483.1600036621094,122
536,1,175,255.68861389160156,482.4638671875,122
537,2,151,411.3572082519531,467.30877685546875,112
538,2,152,412.1947021484375,467.57965087890625,112
539,2,153,412.3053283691406,467.5727844238281,112
540,2,154,412.7686462402344,467.604736328125,112
541,2,155,412.7686462402344,467.604736328125,112
542,2,156,412.5974426269531,467.7713317871094,112
543,2,157,412.5,468.0,112
544,2,158,413.0,468.0,112
545,2,159,413.0,468.0,112
546,2,160,413.0,468.0,112
547,2,161,413.40863037109375,468.2208251953125,112
548,2,162,413.3458251953125,467.9188232421875,112
549,2,163,413.412109375,467.71490478515625,112
550,2,164,413.3921813964844,467.69647216796875,112
551,2,165,413.0,467.5,112
552,2,166,412.86822509765625,467.70526123046875,112
553,2,167,413.2969665527344,468.1573486328125,112
554,2,168,413.0,468.0,112
555,2,169,413.6092529296875,467.83135986328125,112
556,2,170,414.48870849609375,467.82720947265625,112
557,2,171,414.9764709472656,467.3058776855469,112
558,2,172,414.6463317871094,467.18292236328125,112
559,2,173,416.08953857421875,467.0165710449219,112
560,2,174,417.1241455078125,467.280029296875,112
561,2,175,418.997314453125,467.51812744140625,112
562,16,151,272.1182556152344,409.4315490722656,129
563,16,152,273.49267578125,409.4658508300781,129
564,16,153,275.0199890136719,409.8599853515625,129
565,16,154,278.3471984863281,410.7044982910156,129
566,16,155,278.8599853515625,410.9800109863281,129
567,16,156,279.91851806640625,411.253173828125,129
568,16,157,280.29754638671875,411.7219543457031,129
569,16,158,280.9931640625,411.8150634765625,129
570,16,159,281.87835693359375,413.229736328125,129
571,16,160,282.6514892578125,413.24664306640625,129
572,16,161,283.4053955078125,414.56756591796875,129
573,16,162,286.9875183105469,413.7356262207031,129
574,16,163,287.0412902832031,414.8623962402344,129
575,16,164,287.7512512207031,415.04815673828125,129
576,16,165,288.2884521484375,414.94232177734375,129
577,16,166,289.72747802734375,414.3494873046875,129
578,16,167,290.7777099609375,414.3727722167969,129
579,16,168,291.7901611328125,414.1081848144531,129
580,16,169,293.3380432128906,413.6224365234375,129
581,16,170,294.3965759277344,413.3492736816406,129
582,16,171,295.56097412109375,413.04876708984375,129
583,16,172,296.5533447265625,412.36822509765625,129
584,16,173,297.2959289550781,412.3855285644531,129
585,16,174,297.9251403808594,411.9088134765625,129
586,16,175,300.5137634277344,411.0458679199219,129
590,3,151,372.11724853515625,250.92813110351562,128
591,21,151,393.10223388671875,195.42588806152344,113
592,3,152,371.86309814453125,251.48715209960938,128
593,21,152,394.2091979980469,195.444091796875,113
594,3,153,371.7223815917969,252.0733642578125,128
595,21,153,395.9192199707031,194.78436279296875,113
596,3,154,371.5544738769531,252.7730712890625,128
597,21,154,396.9168395996094,194.7574005126953,113
598,3,155,371.26470947265625,254.05882263183594,128
599,21,155,397.5,194.5,113
600,3,156,371.3095703125,254.17599487304688,128
601,21,156,400.0,194.5,113
602,3,157,370.5968322753906,254.26324462890625,128
603,21,157,401.0,194.5,113
604,3,158,370.5105895996094,254.62254333496094,128
605,21,158,402.0,194.5,113
606,3,159,370.8782043457031,254.0907745361328,128
607,21,159,403.5,194.5,113
608,3,160,371.4117736816406,252.85296630859375,128
609,21,160,405.0,194.5,113
610,3,161,371.67303466796875,251.7831573486328,128
611,21,161,406.0401306152344,194.62356567382812,113
612,3,162,371.92401123046875,251.66799926757812,128
613,21,162,407.6083984375,194.6260986328125,113
614,3,163,372.0119934082031,251.18399047851562,128
615,21,163,409.1017761230469,194.52655029296875,113
616,3,164,371.9983215332031,251.17617797851562,128
617,21,164,410.0982360839844,194.42425537109375,113
618,3,165,372.0548400878906,251.18185424804688,128
619,21,165,412.0668029785156,194.21249389648438,113
620,3,166,371.9983215332031,251.17617797851562,128
621,21,166,413.0580749511719,194.1195526123047,113
622,3,167,371.9983215332031,251.17617797851562,128
623,21,167,414.05938720703125,194.09405517578125,113
624,3,168,371.9219055175781,251.2154541015625,128
625,21,168,415.538818359375,193.8752899169922,113
626,3,169,371.84130859375,251.59898376464844,128
627,21,169,416.1230773925781,193.984619140625,113
628,3,170,371.86895751953125,251.07241821289062,128
629,21,170,418.34442138671875,193.7942657470703,113
630,3,171,371.3352355957031,250.63343811035156,128
631,21,171,418.8908386230469,193.6812286376953,113
632,3,172,371.38153076171875,249.63229370117188,128
633,21,172,419.9302978515625,193.46560668945312,113
634,3,173,371.7165832519531,250.1430206298828,128
635,21,173,420.484619140625,193.37692260742188,113
636,3,174,371.7704162597656,249.17315673828125,128
637,21,174,421.5127258300781,193.1589813232422,113
638,3,175,371.6000061035156,249.1999969482422,128
639,21,175,423.45770263671875,192.92906188964844,113
641,2,176,420.19000244140625,467.66998291015625,112
642,2,177,421.98773193359375,467.5951843261719,112
643,2,178,422.5737609863281,467.81146240234375,112
644,2,179,423.5070495605469,467.9317626953125,112
