worm_index
n_frames
n_valid_skel
worm_dwelling
head_dwelling
midbody_dwelling
tail_dwelling
length
length_foward
length_backward
length_paused
head_width
head_width_foward
head_width_backward
head_width_paused
midbody_width
midbody_width_foward
midbody_width_backward
midbody_width_paused
tail_width
tail_width_foward
tail_width_backward
tail_width_paused
area
area_foward
area_backward
area_paused
area_length_ratio
area_length_ratio_foward
area_length_ratio_backward
area_length_ratio_paused
width_length_ratio
width_length_ratio_foward
width_length_ratio_backward
width_length_ratio_paused
head_bend_mean
head_bend_mean_abs
head_bend_mean_neg
head_bend_mean_pos
head_bend_mean_foward
head_bend_mean_foward_abs
head_bend_mean_foward_neg
head_bend_mean_foward_pos
head_bend_mean_backward
head_bend_mean_backward_abs
head_bend_mean_backward_neg
head_bend_mean_backward_pos
head_bend_mean_paused
head_bend_mean_paused_abs
head_bend_mean_paused_neg
head_bend_mean_paused_pos
neck_bend_mean
neck_bend_mean_abs
neck_bend_mean_neg
neck_bend_mean_pos
neck_bend_mean_foward
neck_bend_mean_foward_abs
neck_bend_mean_foward_neg
neck_bend_mean_foward_pos
neck_bend_mean_backward
neck_bend_mean_backward_abs
neck_bend_mean_backward_neg
neck_bend_mean_backward_pos
neck_bend_mean_paused
neck_bend_mean_paused_abs
neck_bend_mean_paused_neg
neck_bend_mean_paused_pos
midbody_bend_mean
midbody_bend_mean_abs
midbody_bend_mean_neg
midbody_bend_mean_pos
midbody_bend_mean_foward
midbody_bend_mean_foward_abs
midbody_bend_mean_foward_neg
midbody_bend_mean_foward_pos
midbody_bend_mean_backward
midbody_bend_mean_backward_abs
midbody_bend_mean_backward_neg
midbody_bend_mean_backward_pos
midbody_bend_mean_paused
midbody_bend_mean_paused_abs
midbody_bend_mean_paused_neg
midbody_bend_mean_paused_pos
hips_bend_mean
hips_bend_mean_abs
hips_bend_mean_neg
hips_bend_mean_pos
hips_bend_mean_foward
hips_bend_mean_foward_abs
hips_bend_mean_foward_neg
hips_bend_mean_foward_pos
hips_bend_mean_backward
hips_bend_mean_backward_abs
hips_bend_mean_backward_neg
hips_bend_mean_backward_pos
hips_bend_mean_paused
hips_bend_mean_paused_abs
hips_bend_mean_paused_neg
hips_bend_mean_paused_pos
tail_bend_mean
tail_bend_mean_abs
tail_bend_mean_neg
tail_bend_mean_pos
tail_bend_mean_foward
tail_bend_mean_foward_abs
tail_bend_mean_foward_neg
tail_bend_mean_foward_pos
tail_bend_mean_backward
tail_bend_mean_backward_abs
tail_bend_mean_backward_neg
tail_bend_mean_backward_pos
tail_bend_mean_paused
tail_bend_mean_paused_abs
tail_bend_mean_paused_neg
tail_bend_mean_paused_pos
head_bend_sd
head_bend_sd_abs
head_bend_sd_neg
head_bend_sd_pos
head_bend_sd_foward
head_bend_sd_foward_abs
head_bend_sd_foward_neg
head_bend_sd_foward_pos
head_bend_sd_backward
head_bend_sd_backward_abs
head_bend_sd_backward_neg
head_bend_sd_backward_pos
head_bend_sd_paused
head_bend_sd_paused_abs
head_bend_sd_paused_neg
head_bend_sd_paused_pos
neck_bend_sd
neck_bend_sd_abs
neck_bend_sd_neg
neck_bend_sd_pos
neck_bend_sd_foward
neck_bend_sd_foward_abs
neck_bend_sd_foward_neg
neck_bend_sd_foward_pos
neck_bend_sd_backward
neck_bend_sd_backward_abs
neck_bend_sd_backward_neg
neck_bend_sd_backward_pos
neck_bend_sd_paused
neck_bend_sd_paused_abs
neck_bend_sd_paused_neg
neck_bend_sd_paused_pos
midbody_bend_sd
midbody_bend_sd_abs
midbody_bend_sd_neg
midbody_bend_sd_pos
midbody_bend_sd_foward
midbody_bend_sd_foward_abs
midbody_bend_sd_foward_neg
midbody_bend_sd_foward_pos
midbody_bend_sd_backward
midbody_bend_sd_backward_abs
midbody_bend_sd_backward_neg
midbody_bend_sd_backward_pos
midbody_bend_sd_paused
midbody_bend_sd_paused_abs
midbody_bend_sd_paused_neg
midbody_bend_sd_paused_pos
hips_bend_sd
hips_bend_sd_abs
hips_bend_sd_neg
hips_bend_sd_pos
hips_bend_sd_foward
hips_bend_sd_foward_abs
hips_bend_sd_foward_neg
hips_bend_sd_foward_pos
hips_bend_sd_backward
hips_bend_sd_backward_abs
hips_bend_sd_backward_neg
hips_bend_sd_backward_pos
hips_bend_sd_paused
hips_bend_sd_paused_abs
hips_bend_sd_paused_neg
hips_bend_sd_paused_pos
tail_bend_sd
tail_bend_sd_abs
tail_bend_sd_neg
tail_bend_sd_pos
tail_bend_sd_foward
tail_bend_sd_foward_abs
tail_bend_sd_foward_neg
tail_bend_sd_foward_pos
tail_bend_sd_backward
tail_bend_sd_backward_abs
tail_bend_sd_backward_neg
tail_bend_sd_backward_pos
tail_bend_sd_paused
tail_bend_sd_paused_abs
tail_bend_sd_paused_neg
tail_bend_sd_paused_pos
max_amplitude
max_amplitude_foward
max_amplitude_backward
max_amplitude_paused
amplitude_ratio
amplitude_ratio_foward
amplitude_ratio_backward
amplitude_ratio_paused
primary_wavelength
primary_wavelength_foward
primary_wavelength_backward
primary_wavelength_paused
secondary_wavelength
secondary_wavelength_foward
secondary_wavelength_backward
secondary_wavelength_paused
track_length
track_length_foward
track_length_backward
track_length_paused
eccentricity
eccentricity_foward
eccentricity_backward
eccentricity_paused
bend_count
bend_count_foward
bend_count_backward
bend_count_paused
tail_to_head_orientation
tail_to_head_orientation_abs
tail_to_head_orientation_neg
tail_to_head_orientation_pos
tail_to_head_orientation_foward
tail_to_head_orientation_foward_abs
tail_to_head_orientation_foward_neg
tail_to_head_orientation_foward_pos
tail_to_head_orientation_backward
tail_to_head_orientation_backward_abs
tail_to_head_orientation_backward_neg
tail_to_head_orientation_backward_pos
tail_to_head_orientation_paused
tail_to_head_orientation_paused_abs
tail_to_head_orientation_paused_neg
tail_to_head_orientation_paused_pos
head_orientation
head_orientation_abs
head_orientation_neg
head_orientation_pos
head_orientation_foward
head_orientation_foward_abs
head_orientation_foward_neg
head_orientation_foward_pos
head_orientation_backward
head_orientation_backward_abs
head_orientation_backward_neg
head_orientation_backward_pos
head_orientation_paused
head_orientation_paused_abs
head_orientation_paused_neg
head_orientation_paused_pos
tail_orientation
tail_orientation_abs
tail_orientation_neg
tail_orientation_pos
tail_orientation_foward
tail_orientation_foward_abs
tail_orientation_foward_neg
tail_orientation_foward_pos
tail_orientation_backward
tail_orientation_backward_abs
tail_orientation_backward_neg
tail_orientation_backward_pos
tail_orientation_paused
tail_orientation_paused_abs
tail_orientation_paused_neg
tail_orientation_paused_pos
eigen_projection_1
eigen_projection_1_abs
eigen_projection_1_neg
eigen_projection_1_pos
eigen_projection_1_foward
eigen_projection_1_foward_abs
eigen_projection_1_foward_neg
eigen_projection_1_foward_pos
eigen_projection_1_backward
eigen_projection_1_backward_abs
eigen_projection_1_backward_neg
eigen_projection_1_backward_pos
eigen_projection_1_paused
eigen_projection_1_paused_abs
eigen_projection_1_paused_neg
eigen_projection_1_paused_pos
eigen_projection_2
eigen_projection_2_abs
eigen_projection_2_neg
eigen_projection_2_pos
eigen_projection_2_foward
eigen_projection_2_foward_abs
eigen_projection_2_foward_neg
eigen_projection_2_foward_pos
eigen_projection_2_backward
eigen_projection_2_backward_abs
eigen_projection_2_backward_neg
eigen_projection_2_backward_pos
eigen_projection_2_paused
eigen_projection_2_paused_abs
eigen_projection_2_paused_neg
eigen_projection_2_paused_pos
eigen_projection_3
eigen_projection_3_abs
eigen_projection_3_neg
eigen_projection_3_pos
eigen_projection_3_foward
eigen_projection_3_foward_abs
eigen_projection_3_foward_neg
eigen_projection_3_foward_pos
eigen_projection_3_backward
eigen_projection_3_backward_abs
eigen_projection_3_backward_neg
eigen_projection_3_backward_pos
eigen_projection_3_paused
eigen_projection_3_paused_abs
eigen_projection_3_paused_neg
eigen_projection_3_paused_pos
eigen_projection_4
eigen_projection_4_abs
eigen_projection_4_neg
eigen_projection_4_pos
eigen_projection_4_foward
eigen_projection_4_foward_abs
eigen_projection_4_foward_neg
eigen_projection_4_foward_pos
eigen_projection_4_backward
eigen_projection_4_backward_abs
eigen_projection_4_backward_neg
eigen_projection_4_backward_pos
eigen_projection_4_paused
eigen_projection_4_paused_abs
eigen_projection_4_paused_neg
eigen_projection_4_paused_pos
eigen_projection_5
eigen_projection_5_abs
eigen_projection_5_neg
eigen_projection_5_pos
eigen_projection_5_foward
eigen_projection_5_foward_abs
eigen_projection_5_foward_neg
eigen_projection_5_foward_pos
